1000245|Grain
1000246|Billet
1000247|Book
1000248|Brake Horse Power 
1000249|Kilogram per Square Centimeter
1000250|Dram
1000251|Short Ton
1000252|Thousand
1000253|Thousand Cubic Feet
1000254|Cubic Inches
1000255|Grams per Liter
1000256|Grams per Sq. Meter
1000257|Milligrams per Cubic Meter
1000258|Micrograms per Cubic Meter
1000259|Hectogram
1000260|Hertz
1000261|Inch
1000262|Joule per Kelvin
1000263|Joule per Gram
1000264|Pound
1000265|Minutes
1000266|Microns (Micrometers)
1000267|Milligrams per Square Inch
1000268|Tablespoon
1000269|Deci Newton-Meter
1000270|Long Ton
1000303|Pack
1000308|Reel
1000309|Ounce
1000310|Milliliter
1000315|Cop
1000317|Minutes or Messages
1000321|Ocular Insert System
1000322|Powder-Filled Vials
1000323|Twenty
1000325|British Thermal Units (BTUs) p
1000326|Dollars per Hours
1000329|Bundle
1000331|Brush
1000332|Block
1000333|Bolt
1000334|Bottle
1000337|Bushel, Dry Imperial
1000313|Additional Minutes
1000318|Aluminum Pounds Only
1000312|Amperes per Meter
1000319|Anti-hemophilic Factor (AHF) U
1000324|Assembly
1000320|Assortment
1000314|Average Minutes Per Call
1000327|Bale
1000311|Ball
1000328|Base Box
1000330|Beam
1000338|Million BTU's
1000339|British Thermal Units (BTUs) p
1000340|Bunks
1000343|Bun
1000344|Board
1000346|Case
1000347|Carboy
1000349|Card
1000350|Container
1000351|Cone
1000352|Connector
1000353|Cylinder
1000354|Can
1000355|Cubic Meters (Net)
1000357|Cartridge
1000358|Cassette
1000359|Cup
1000360|Cover
1000361|Hundred Pounds (CWT)
1000362|Combo
1000363|Calls
1000364|Composite Product Pounds (Tota
1000365|Centigrade, Celsius
1000366|Carset
1000367|Carload
1000368|Cost
1000369|Centipoise (CPS)
1000370|Coil Group
1000371|Dry Pounds
1000372|Deal
1000373|Miles
1000374|Dispenser
1000375|Dozen Pair
1000376|Data Records
1000377|Drum
1000378|Dry Ton
1000379|Calendar Days
1000380|Directory Books
1000381|Shares
1000382|Draize Score
1000383|Electronic Mail Boxes
1000384|Each per Month
1000385|Inches, Decimal--Nominal
1000386|Employees
1000387|Inches, Fraction-Nominal
1000388|Double-time Hours
1000389|Locations
1000397|Inches, Fraction--Average
1000398|Inches, Fraction--Minimum
1000399|Inches, Fraction--Actual
1000345|Batt
1000341|Batting Pound
1000400|Inches, Decimal--Average
1000401|Inches, Decimal--Actual
1000402|English, (Feet, Inches)
1000412|Fluid Ounce (Imperial)
1000415|Equivalent
1000390|Inches, Decimal-Minimum
1000391|Eleven pack
1000392|Equivalent Gallons
1000393|Envelope
1000394|Feet, Inches and Fraction
1000395|Feet, Inches and Decimal
1000396|Feet and Decimal
1000403|Fields
1000404|Million Particles per Cubic Fo
1000405|Track Foot
1000406|Hundred Cubic Meters
1000407|Transdermal Patch
1000408|Sizing Factor
1000409|Fibers
1000410|Flake Ton
1000411|Million Cubic Feet
1000413|Thousand Cubic Feet Per Day
1000414|International Unit
1000416|Minim
1000417|Price Per Share
1000418|Fibers per Cubic Centimeter of
1000419|Gallons/Day
1000420|Grams per 100 Grams
1000421|Gross Barrels
1000422|Grams per 100 Centimeters
1000423|Great Gross (Dozen Gross)
1000424|Half Gallon
1000425|Imperial Gallons
1000426|Gross Gallons
1000427|Gross
1000428|Gross Kilogram
1000429|Gauss per Oersteds
1000430|Gallons Per Thousand Cubic Fee
1000431|Gross Yard
1000432|Gage Systems
1000433|U.S. Gallons Per Minute
1000434|Imperial Gallons Per Minute
1000435|Gill (Imperial)
1000436|Microfiche Sheet
1000437|Hank
1000438|Hundred Boxes
1000439|Hundred Count
1000440|Hundredth of a Carat
1000441|Hundred Feet
1000442|Hundred Cubic Feet
1000443|Hundred Sheets
1000444|Hundred Kilograms
1000445|Hundred Feet - Linear
1000446|Miles Per Hour
1000447|Millimeters of Mercury
1000448|Hundred Troy Ounces
1000449|Hours
1000450|Hundred Square Feet
1000452|Hundred
1000451|Half Hour
1000453|Hundred Weight (Short)
1000454|Hundred Weight (Long)
1000455|Hundred Yards
1000456|Half Pages - Electronic
1000457|Half Liter
1000458|Inches Per Second (Vibration V
1000459|Counts per Inch
1000460|Person
1000461|Inches of Water
1000462|Inhaler
1000463|Column-Inches
1000464|Peaks per Inch (PPI)
1000465|Impressions
1000466|Insurance Policy
1000467|Counts per Centimeter
1000468|Inches Per Second (Linear Spee
1000469|Inches Per Second Per Second (
1000470|Inches Per Second Per Second (
1000471|Jumbo
1000472|Megajoule/Cubic Meter
1000473|Joint
1000474|Jar
1000475|Jug
1000476|Cake
1000477|Kilocharacters
1000478|Kilograms Decimal
1000479|Keg
1000480|Kilopackets
1000481|Kilograms/Millimeter Width
1000482|Kilosegments
1000484|Kilograms/Meter
1000485|Kilograms per Square Meter, Ki
1000486|Kit
1000487|Task
1000488|Kilowatt Demand
1000489|Kilovolt Amperes Reactive Dema
1000490|Linear Centimeter
1000491|Lite
1000492|Linear Foot
1000493|Labor Hours
1000494|Linear Inch
1000495|Large Spray
1000496|Link
1000497|Lifetime
1000498|Linear Meter
1000499|Length
1000500|Lot
1000501|Liquid Pounds
1000502|Layer(s)
1000503|Lump Sum
1000505|Linear Yards Per Pound
1000506|Linear Yard
1000507|Machine/Unit
1000508|Millimeter-Nominal
1000510|Milligram per Sq. Ft. per Side
1000511|Metric Gross Ton
1000512|Metric
1000513|Metric Net Ton
1000514|Months
1000516|Metric Long Ton
1000517|Number of Mults
1000518|Metric Ton Kilograms
1000519|Mixed
1000520|Millimeter-Average
1000521|Millimeter-minimum
1000522|Magnetic Tapes
1000523|Millimeter-Actual
1000524|Mat
1000525|Monetary Value
1000526|Million British Thermal Units 
1000527|Barge
1000528|Car
1000529|Net Barrels
1000530|Net Liters
1000531|Messages
1000532|Net Gallons
1000533|Message Hours
1000534|Net Imperial Gallons
1000535|Number of Screens
1000536|Load
1000537|Train
1000538|Mho
1000539|Trailer
1000540|Vehicle
1000541|Pounds Per Air-Dry Metric Ton
1000542|Pen Calories
1000543|Number of Lines
1000544|Pen Grams (Protein)
1000545|Cartridge Needle
1000546|Panel
1000548|Two pack
1000549|Overtime Hours
1000550|Ounce - Av
1000551|Pail
1000552|Pair Inches
1000547|Billboard
1000553|Piece
1000554|Pad
1000556|Pallet (Lift)
1000557|Pounds Gross
1000558|Pack (PAK)
1000559|Pitch
1000562|Pallet/Unit Load
1000564|Pounds per Inch of Length
1000567|Pair
1000569|Half Pint
1000570|Pounds per Inch of Width
1000572|Peck, Dry U.S.
1000573|Peck, Dry Imperial
1000577|Three pack
1000555|Pounds Equivalent
1000560|Pounds, Decimal - Pounds per S
1000561|Package
1000563|Pounds-Percentage
1000565|Plate
1000566|Pages per Inch
1000568|Mass Pounds
1000574|Pages - Electronic
1000575|Percent
1000576|Pounds per Foot
1000578|Four-pack
1000579|Five-pack
1000580|Six pack
1000581|Seven pack
1000582|Eight-pack
1000583|Nine pack
1000584|Pages - Facsimile
1000585|Pages - Hardcopy
1000586|Channel
1000587|Quarter Dozen
1000588|Photographs
1000589|Quarter Hours
1000590|Quarter Kilogram
1000591|Quart, Dry U.S.
1000593|Quart, Imperial
1000594|Quarter (Time)
1000595|Pint U.S. Dry
1000596|Meal
1000597|Fifty
1000598|Twenty-Five
1000599|Thirty-Six
1000600|Twenty-Four
1000601|Rack
1000602|Rod (area) - 16.25 Square Yard
1000603|Rod (length) - 5.5 Yards
1000604|Ring
1000605|Running or Operating Hours
1000606|Roll-Metric Measure
1000608|Ream
1000609|Ream-Metric Measure
1000610|Round
1000611|Pounds per Ream
1000612|Resets
1000613|Revenue Ton Miles
1000614|Run
1000615|Thousands of Dollars
1000616|Millions of Dollars
1000617|Billions of Dollars
1000618|Roentgen Equivalent in Man (RE
1000619|Thousand Cubic MetersThousand 
1000620|Sandwich
1000624|Section
1000623|Solid Pounds
1000626|Segment
1000627|Sheet
1000803|Bin
1000629|Sack
1000630|Split Tanktruck
1000631|Sleeve
1000632|Spool
1000633|Shelf Package
1000634|Square
1000635|Strip
1000636|Sheet-Metric Measure
1000637|Set
1000638|Skid
1000639|Skein
1000640|Shipment
1000641|Syringe
1000642|Semester
1000643|Trimester
1000644|Sixty-fourths of an Inch
1000645|Sessions
1000646|Storage Units
1000647|Standard Advertising Units (SA
1000648|Slip Sheet
1000649|Tenth Cubic Foot
1000650|Tube
1000651|Truckload
1000652|Therms
1000653|Tote
1000654|Ten Square Yards
1000655|Gross Ton
1000656|Thousand Square Inches
1000657|Thousand Sq. Centimeters
1000658|Tank
1000659|Thousand Feet (Linear)
1000660|Thousand Feet (Board)hf 
1000661|Net Ton (2,000 LB).
1000662|Ten-pack
1000663|Ten Square Feet
1000664|Thousand Square Feet
1000665|Thousand Linear Meters
1000666|Thousand Linear Yards
1000667|Thousand Kilograms
1000668|Thousand Sheets
1000669|Tray
1000670|Telecommunications Lines in Se
1000671|Thousand pounds gross
1000672|Thousandths of an Inch
1000673|Thousand Pieces
1000674|Thousand Bags
1000675|Thousand Casings
1000691|Wafer
1000676|Thousand Gallons
1000677|Thousand Impressions
1000678|Thousand Linear Inches
1000679|Thousand Kilowatt Hours
1000680|Torr
1000681|Telecommunications Lines in Se
1000682|Telecommunications Ports
1000683|Tenth Minutes
1000684|Tenth Hours
1000685|Usage per Telecommunications L
1000686|Ten Thousand Yards
1000687|Unitless
1000688|Million Units
1000690|Troche
1000693|Dosage Form
1000694|Inhalation
1000695|Lozenge
1000696|Percent Topical Only
1000697|Milliequivalent
1000698|Dram (Minim)
1000699|Fifty Square Feet
1000700|Treatments
1000701|Tablet
1000702|Ten
1000703|Two Hundred Fifty
1000704|Volt-ampere per Kilogram
1000705|Five Hundred
1000706|Vial
1000709|Visit
1000713|Wet Pound
1000715|Wet Ton
1000716|Wine Gallon
1000718|Weight per Square Inch
1000720|Pennyweight
1000707|Percent Volume
1000708|Volt-ampere-reactive
1000710|Flat
1000711|Pouch
1000712|Watts per Kilogram
1000714|Work Days
1000717|Wheel
1000719|Working Months
1000721|Wrap
1000722|Milliliters of Water
1000723|Wet Kilo
1000725|Chains (Land Survey)
1000726|Bunch
1000727|Clove
1000728|Drop
1000729|Head
1000730|Heart
1000731|Leaf
1000732|Loaf
1000733|Portion
1000735|Ten Yards
1000736|Slice
1000737|Tub
1000738|Bimonthly
1000739|Biweekly
1000740|Semiannual
1000741|Page
1000742|Mutually Defined
1000743|Lift Van
1000744|Chest
1000745|Cask
1000746|Hogshead
1000747|Lug
1000748|Conference Points
1000749|Newspaper Agate Line
1000751|Statute Mile
1000752|Seconds
1000753|Small Spray
1000754|Lifts
1000755|Strand
1000756|Heat Lots
1000757|Tire
1000758|Car Mile
1000759|Car Count
1000760|Locomotive Count
1000761|Caboose Count
1000762|Empty Car
1000763|Train Mile
1000764|Fuel Usage (Gallons)
1000765|Caboose Mile
1000766|Fixed Rate
1000767|Ton Miles
1000769|Total Car Count
1000770|Total Car Mile
1000724|Base Box per Pound
1000772|Season
1000773|Tank Car
1000774|Frames
1000776|Quarter Mile
1000781|Shot
1000782|Stick
1000786|Tank Truck
1000768|Locomotive Mile
1000771|Count
1000777|Group
1000778|Outfit
1000779|Packet
1000780|Ration
1000787|Radians Per Second
1000775|Transactions
1000788|Radians Per Second Squared
1000789|Roentgen
1000790|Volts Per Meter
1000791|Volts (Alternating Current)
1000792|British Thermal Units (BTUs) P
1000793|Cubic Centimeters Per Second
1000794|Cubic Feet Per Hour
1000795|Cubic Feet Per Minute
1000796|Centimeters Per Second
1000797|Decibels
1000798|Kilobyte
1000799|Kilobecquerel
1000800|Kilocurie
1000801|Megagram
1000802|Megagrams Per Hour
1000804|Meters Per Minute
1000805|Milliroentgen
1000806|Millivolts
1000809|Deciliter per Gram
1000810|Grams per Cubic Centimeter
1000811|Theoretical Pounds
1000812|Grams per Square Centimeter
1000814|Theoretical Tons
1000815|Kilograms per Square Meter
1000816|Pounds per 1000 Square Feet
1000817|Megajoule
1000818|Manmonth
1000819|Pounds Per Pound of Product
1000820|Kilograms Per Liter of Product
1000821|Pounds Per Piece of Product
1000822|Kilograms Per Kilogram of Prod
1000807|20 Foot Container
1000808|40 Foot Container
1000785|55 Gallon Drum
1000813|Actual Tons
1000823|Kilograms Per Piece of Product
1000824|Horsepower Days per Air Dry Me
1000825|Catchweight
1000826|Kilograms per Air Dry Metric T
1000827|Kilopascal Square Meters per G
1000828|Kilopascals per Millimeter
1000829|Milliliters per Square Centime
1000830|Cubic Feet per Minute per Squa
1000831|Ounces per Square Foot
1000832|Ounces per Square Foot per 0.0
1000834|Bobbin
1000835|Centistokes
1000836|Curie
1000839|Microliter
1000840|Micrometer
1000841|Meters Per Second
1000842|Meters Per Second Per Second
1000843|Milliamperes
1000844|Megabyte
1000845|Milligrams Per Hour
1000846|Megabecquerel
1000847|Microfarad
1000848|Newtons Per Meter
1000849|Ounce Inch
1000850|Ounce Foot
1000851|Pascal
1000852|Picofarad
1000853|Pounds Per Hour
1000854|Cubic Meter Per Hour
1000855|Ton Per Hour
1000856|Kiloliter Per Hour
1000857|Milliliter per Second
1000858|Milliliter per Minute
1000859|Super Bulk Bag
1000861|300 Kilogram Bulk Bag
1000862|25 Kilogram Bulk Bag
1000864|Bulk Car Load
1000867|Gallons per Thousand
1000868|MMSCF/Day
1000869|Pounds per Thousand
1000870|Pump
1000871|Stage
1000872|Standard Cubic Foot
1000873|Hydraulic Horse Power
1000874|Count per Minute
1000875|Seismic Level
1000876|Seismic Line
1000860|500 Kilogram Bulk Bag
1000863|50 Pound Bag
1000833|Basis Points
1000879|Credits
1000880|Theoretical Kilograms
1000881|Theoretical Tonnes
1000882|Sitas
1000883|Mesh
1000885|Parts Per Million
1000886|Percent Weight
1000887|Parts Per Billion
1000888|Percent Per 1000 Hours
1000890|Pounds Per Square Inch Gauge
1000889|Failure Rate In Time
1000891|Coulomb
1000892|Oersteds
1000893|Siemens
1000895|Test Specific Scale
1000896|Volt
1000898|Watts Per Pound
1000901|Gauss
1000902|Mil
1000903|Kilogauss
1000906|Duty
1000907|Project
1000908|Program
1000909|Session
1000910|Square Kilometer
1000912|Henry
1000914|Farad
1000915|Kilo Pounds Per Square Inch (K
1000897|Volt-Ampere Per Pound
1000900|Milli Pascals
1000904|Electron Volt
1000905|Cord
1000911|Pounds Per Square Inch Absolut
1000913|Ohm
1000916|Foot Pounds
1000917|Joules
1000918|Pounds per Cubic Foot
1000919|Poise
1000920|Saybold Universal Second
1000921|Stokes
1000922|Calories per Cubic Centimeter
1000923|Calories per Gram
1000924|Curl Units
1000929|Watt
1000930|Bidón
1000884|Net Kilograms
1000932|Global Sumary
1000933|Service
1000878|Actual Tonnes
1000894|Ampere
1000866|Batch
1000607|Rollo
1000926|10000 Gallon Tankcar
1000515|1000 Meters
1000335|100 Board Feet
1000483|100 Kilograms
1000734|100 Lineal Yards
1000838|100-Pack
1000784|100 Pound Drum
1000927|10 Kilogram Drum
1000783|115 Kilogram Drum
1000928|15 Kilogram Drum
1000925|20000 Gallon Tankcar
1000837|20-Pack
1000316|Access Lines
1000877|Actual Kilograms
1000750|Actual Pounds
1000509|Air Dry Metric Ton
1000899|Ampere Turn Per Centimeter
1000692|Application
1000342|Barrel, Imperial
1000865|Barrels per Minute
1000336|Basket
1000931|Big Bads
100|Each
101|Hour
102|Day
104|Work Day
105|Week
106|Month
107|Working Month
108|Year
1000307|Kilogram
